P,v,baseline_mean,baseline_var
446.5546218487395,250.0,222.81636959759138,15.525805434697498
449.9159663865546,250.0,223.083384279597,15.504157376095607
453.2773109243698,250.0,223.36001710009464,15.488234091819391
456.6386554621849,250.0,223.64548659429073,15.48089937011934
460.0,250.0,223.93896810225078,15.485401889642537
60.0,273.109243697479,225.32744084603988,15.457125652252211
63.36134453781513,273.109243697479,225.52024002742976,15.443139213248742
66.72268907563026,273.109243697479,225.68868263434473,15.43404945626674
70.08403361344537,273.109243697479,225.83304077757768,15.428651508301089
73.4453781512605,273.109243697479,225.95370154903634,15.425928133214864
76.80672268907563,273.109243697479,226.0511635647391,15.425035994551415
80.16806722689076,273.109243697479,226.12603279817037,15.425291079806465
83.52941176470588,273.109243697479,226.1790177311235,15.42615358147401
86.89075630252101,273.109243697479,226.21092385475993,15.427212513092215
90.25210084033614,273.109243697479,226.22264755841917,15.428170317712347
93.61344537815125,273.109243697479,226.21516944896504,15.42882770252419
96.9747899159664,273.109243697479,226.18954714770828,15.429068907555381
100.33613445378151,273.109243697479,226.14690761637132,15.42884758923653
103.69747899159664,273.109243697479,226.0884390672897,15.428173471922918
107.05882352941177,273.109243697479,226.01538251662376,15.427099892825769
110.42016806722688,273.109243697479,225.92902304204625,15.42571233893387
113.78151260504202,273.109243697479,225.83068080916456,15.42411804878316
117.14285714285714,273.109243697479,225.72170193267564,15.422436727891801
120.50420168067227,273.109243697479,225.60344923979417,15.420792404591449
123.8655462184874,273.109243697479,225.47729300435412,15.41930643299325
127.22689075630252,273.109243697479,225.3446017203396,15.418091632188728
130.58823529411765,273.109243697479,225.20673298333844,15.417247535362334
133.9495798319328,273.109243697479,225.06502454762415,15.416856709305621
137.3109243697479,273.109243697479,224.9207856252627,15.41698209374573
140.67226890756302,273.109243697479,224.7752884916019,15.417665300669292
144.03361344537814,273.109243697479,224.62976045923992,15.418925806339375
147.39495798319328,273.109243697479,224.48537627938862,15.420760962583227
150.75630252100842,273.109243697479,224.3432510262633,15.42314674907564
154.11764705882354,273.109243697479,224.20443351610672,15.426039184426624
157.47899159663865,273.109243697479,224.06990030809416,15.429376310767765
160.84033613445376,273.109243697479,223.9405503296706,15.433080664038183
164.2016806722689,273.109243697479,223.81720016363644,15.437062140210262
167.56302521008405,273.109243697479,223.70058002906907,15.441221166219941
170.92436974789916,273.109243697479,223.5913304822448,15.44545208334665
174.28571428571428,273.109243697479,223.48999985804707,15.449646650366242
177.64705882352942,273.109243697479,223.3970424660894,15.453697573987835
181.00840336134453,273.109243697479,223.31281754980412,15.457501975130192
184.36974789915968,273.109243697479,223.23758901031707,15.460964701574147
187.7310924369748,273.109243697479,223.17152589090557,15.464001400760136
191.0924369747899,273.109243697479,223.11470361147823,15.466541271041082
194.45378151260505,273.109243697479,223.06710593666156,15.468529415823944
197.81512605042016,273.109243697479,223.02862765487995,15.46992873285013
201.1764705882353,273.109243697479,222.99907794052797,15.47072128042471
204.53781512605042,273.109243697479,222.97818436549602,15.470909073799291
207.89915966386556,273.109243697479,222.96559752151828,15.470514278029514
211.26050420168067,273.109243697479,222.9608962098617,15.469578778387072
214.6218487394958,273.109243697479,222.96359315057708,15.46816312551925
217.98319327731093,273.109243697479,222.9731411595805,15.466344869807026
221.34453781512605,273.109243697479,222.98893973840077,15.464216317232806
224.7058823529412,273.109243697479,223.01034201830768,15.46188175723893
228.0672268907563,273.109243697479,223.03666199825605,15.45945423082475
231.42857142857144,273.109243697479,223.06718201400943,15.457051924049633
234.78991596638656,273.109243697479,223.10116037440358,15.454794287499192
238.15126050420167,273.109243697479,223.13783909999674,15.452797995516287
241.51260504201682,273.109243697479,223.1764516989272,15.451172869547529
244.87394957983193,273.109243697479,223.2162309151439,15.450017897230941
248.23529411764707,273.109243697479,223.2564163850383,15.44941748232878
251.5966386554622,273.109243697479,223.29626213978094,15.449438060021288
254.9579831932773,273.109243697479,223.33504389258735,15.450125207012755
258.31932773109247,273.109243697479,223.3720660525482,15.451501366348243
261.68067226890753,273.109243697479,223.40666840948347,15.453564292733326
265.0420168067227,273.109243697479,223.4382324375454,15.456286305700974
268.4033613445378,273.109243697479,223.46618716907594,15.459614415543472
271.7647058823529,273.109243697479,223.49001459427518,15.463471360949843
275.1260504201681,273.109243697479,223.50925454661967,15.46775756852177
278.48739495798316,273.109243697479,223.52350903872323,15.472354013485178
281.8487394957983,273.109243697479,223.5324460182578,15.477125928954797
285.21008403361344,273.109243697479,223.53580251875434,15.481927279041246
288.57142857142856,273.109243697479,223.53338718529645,15.486605879953395
291.9327731092437,273.109243697479,223.52508216068216,15.491009024233119
295.29411764705884,273.109243697479,223.51084432297006,15.494989437379553
298.65546218487395,273.109243697479,223.49070587084788,15.498411374504528
302.01680672268907,273.109243697479,223.46477425871709,15.501156648232701
305.3781512605042,273.109243697479,223.43323148865832,15.503130368704655
308.73949579831935,273.109243697479,223.39633277173715,15.50426617298168
312.10084033613447,273.109243697479,223.35440457610113,15.504530724791492
315.4621848739496,273.109243697479,223.3078420840728,15.503927276876766
318.8235294117647,273.109243697479,223.2571060851846,15.5024981070968
322.1848739495798,273.109243697479,223.20271933613262,15.50032566583197
325.546218487395,273.109243697479,223.14526242278015,15.497532305689841
328.9075630252101,273.109243697479,223.08536916275787,15.494278504313117
332.2689075630252,273.109243697479,223.02372159061673,15.490759536377695
335.6302521008403,273.109243697479,222.96104457004296,15.487200600485755
338.9915966386555,273.109243697479,222.8981000803332,15.483850459293022
342.3529411764706,273.109243697479,222.83568122603825,15.480973705399844
345.7142857142857,273.109243697479,222.7746060203571,15.478841819699703
349.07563025210084,273.109243697479,222.7157109939251,15.47772324131407
352.43697478991595,273.109243697479,222.65984468120323,15.477872717349083
355.7983193277311,273.109243697479,222.60786103698314,15.479520244739858
359.15966386554624,273.109243697479,222.56061283513733,15.482859953918751
362.52100840336135,273.109243697479,222.51894510122779,15.48803931345131
365.88235294117646,273.109243697479,222.48368862941055,15.495149054902265
369.2436974789916,273.109243697479,222.4556536325965,15.504214226955915
372.60504201680675,273.109243697479,222.43562357305234,15.515186786475464
375.96638655462186,273.109243697479,222.42434921837207,15.527940121197934
379.327731092437,273.109243697479,222.4225429652709,15.54226587400826
382.6890756302521,273.109243697479,222.43087347077937,15.557873402327528
386.0504201680672,273.109243697479,222.4499606274697,15.574392158556341
389.4117647058824,273.109243697479,222.48037091584118,15.591377219592658
392.7731092436975,273.109243697479,222.5226131636694,15.60831812625991
396.1344537815126,273.109243697479,222.57713473838442,15.624651118454782
399.4957983193277,273.109243697479,222.64431819463616,15.639774770643282
402.8571428571429,273.109243697479,222.7244783955086,15.653068946841348
406.218487394958,273.109243697479,222.8178601216845,15.663916906451472
409.5798319327731,273.109243697479,222.92463617900924,15.671730304507275
412.94117647058823,273.109243697479,223.0449060108483,15.675976744114317
416.30252100840335,273.109243697479,223.17869481772902,15.67620945749729
419.6638655462185,273.109243697479,223.3259531828509,15.672098617153587
423.02521008403363,273.109243697479,223.48655719839027,15.663463712225624
426.38655462184875,273.109243697479,223.66030908366488,15.650306369225456
429.74789915966386,273.109243697479,223.84693828305208,15.632842952307811
433.109243697479,273.109243697479,224.0461030279556,15.611536247751715
436.47058823529414,273.109243697479,224.2573923442694,15.587125521260694
439.83193277310926,273.109243697479,224.48032848372577,15.560654235858225
443.1932773109244,273.109243697479,224.7143697550248,15.533494732908036
446.5546218487395,273.109243697479,224.95891372818318,15.507369209098831
449.9159663865546,273.109243697479,225.21330078346233,15.484366367796524
453.2773109243698,273.109243697479,225.4768179744255,15.46695318318794
456.6386554621849,273.109243697479,225.74870317306824,15.457981289055203
460.0,273.109243697479,226.0281494637615,15.460687589439338
60.0,296.218487394958,226.64046929651357,15.444250267384362
63.36134453781513,296.218487394958,226.80315205416852,15.43190195160521
66.72268907563026,296.218487394958,226.94108214311254,15.424228048517287
70.08403361344537,296.218487394958,227.0546227559521,15.420041484758267
73.4453781512605,296.218487394958,227.14425416584035,15.41834228994256
76.80672268907563,296.218487394958,227.2105699876842,15.418303651837716
80.16806722689076,296.218487394958,227.25427271616948,15.419257170417815
83.52941176470588,296.218487394958,227.27616856871163,15.420677607512427
86.89075630252101,296.218487394958,227.27716166694398,15.42216741067453
90.25210084033614,296.218487394958,227.25824759550318,15.42344126812103
93.61344537815125,296.218487394958,227.22050638197285,15.424310926944987
96.9747899159664,296.218487394958,227.16509494635648,15.424670480132542
100.33613445378151,296.218487394958,227.09323907288632,15.424482299979548
103.69747899159664,296.218487394958,227.00622496085828,15.423763767135826
107.05882352941177,296.218487394958,226.9053904146349,15.422574916307966
110.42016806722688,296.218487394958,226.7921157360425,15.421007092343277
113.78151260504202,296.218487394958,226.66781438495198,15.419172684445384
117.14285714285714,296.218487394958,226.53392347576155,15.41719598209729
120.50420168067227,296.218487394958,226.39189417908196,15.415205174194947
123.8655462184874,296.218487394958,226.24318209879183,15.41332549311281
127.22689075630252,296.218487394958,226.08923769504523,15.411673488080805
130.58823529411765,296.218487394958,225.931496823489,15.410352397256666
133.9495798319328,296.218487394958,225.7713714603191,15.409448575307724
137.3109243697479,296.218487394958,225.61024068129757,15.409028922809709
140.67226890756302,296.218487394958,225.44944196096364,15.409139255343025
144.03361344537814,296.218487394958,225.2902628558533,15.409803543381116
147.39495798319328,296.218487394958,225.13393313243878,15.411023948801361
150.75630252100842,296.218487394958,224.98161739702687,15.412781579756263
154.11764705882354,296.218487394958,224.83440828091142,15.415037882509004
157.47899159663865,296.218487394958,224.6933202294512,15.417736586434986
160.84033613445376,296.218487394958,224.5592839391997,15.420806116564892
164.2016806722689,296.218487394958,224.43314148161673,15.42416238663202
167.56302521008405,296.218487394958,224.31564214673992,15.427711884551908
170.92436974789916,296.218487394958,224.2074390340616,15.431354961625333
174.28571428571428,296.218487394958,224.10908641201002,15.434989236484919
177.64705882352942,296.218487394958,224.0210378611732,15.438513025120653
181.00840336134453,296.218487394958,223.9436452100326,15.441828709279115
184.36974789915968,296.218487394958,223.8771582656882,15.444845957358172
187.7310924369748,296.218487394958,223.82172533552279,15.447484714828244
191.0924369747899,296.218487394958,223.77739452954535,15.449677885365555
194.45378151260505,296.218487394958,223.74411582681284,15.451373629512503
197.81512605042016,296.218487394958,223.72174388328796,15.452537214903153
201.1764705882353,296.218487394958,223.71004155262784,15.45315236106947
204.53781512605042,296.218487394958,223.70868408574788,15.453222032551395
207.89915966386556,296.218487394958,223.7172639697328,15.45276864652492
211.26050420168067,296.218487394958,223.73529636174501,15.451833675242659
214.6218487394958,296.218487394958,223.76222506897028,15.450476639134164
217.98319327731093,296.218487394958,223.79742902157875,15.448773503079211
221.34453781512605,296.218487394958,223.8402291820111,15.446814505796734
224.7058823529412,296.218487394958,223.88989583079254,15.44470147005202
228.0672268907563,296.218487394958,223.94565616637624,15.442544658897384
231.42857142857144,296.218487394958,224.00670215452334,15.440459259926381
234.78991596638656,296.218487394958,224.07219856116254,15.438561594825122
238.15126050420167,296.218487394958,224.1412911017245,15.436965164891163
241.51260504201682,296.218487394958,224.21311463956707,15.43577665386068
244.87394957983193,296.218487394958,224.2868013662798,15.435092016994222
248.23529411764707,296.218487394958,224.3614888974641,15.434992789228733
251.5966386554622,296.218487394958,224.4363282188146,15.43554274508323
254.9579831932773,296.218487394958,224.51049141923767,15.436785038476486
258.31932773109247,296.218487394958,224.58317915008192,15.438739941644483
261.68067226890753,296.218487394958,224.65362775238324,15.441403288828695
265.0420168067227,296.218487394958,224.7211159974185,15.444745712586053
268.4033613445378,296.218487394958,224.7849713894969,15.448712738685995
271.7647058823529,296.218487394958,224.84457598417393,15.453225780183278
275.1260504201681,296.218487394958,224.89937167942077,15.458184042902579
278.48739495798316,296.218487394958,224.94886494225503,15.463467324180533
281.8487394957983,296.218487394958,224.9926309381897,15.468939655033177
285.21008403361344,296.218487394958,225.03031703632004,15.474453704046372
288.57142857142856,296.218487394958,225.06164566815315,15.47985583029031
291.9327731092437,296.218487394958,225.08641652397964,15.484991643494219
295.29411764705884,296.218487394958,225.10450807608422,15.489711903716948
298.65546218487395,296.218487394958,225.1158784238447,15.493878570892887
302.01680672268907,296.218487394958,225.1205654612959,15.49737079787243
305.3781512605042,296.218487394958,225.11868637333953,15.500090649779033
308.73949579831935,296.218487394958,225.1104364721451,15.501968328417938
312.10084033613447,296.218487394958,225.09608739050782,15.502966683596103
315.4621848739496,296.218487394958,225.07598465402188,15.503084803861878
318.8235294117647,296.218487394958,225.0505446586262,15.502360497481893
322.1848739495798,296.218487394958,225.02025108456309,15.500871500238881
325.546218487395,296.218487394958,224.9856507820109,15.498735279459213
328.9075630252101,296.218487394958,224.94734916733728,15.496107342963416
332.2689075630252,296.218487394958,224.9060051724163,15.493178006399303
335.6302521008403,296.218487394958,224.8623257924411,15.490167621637056
338.9915966386555,296.218487394958,224.8170602802166,15.487320321229973
342.3529411764706,296.218487394958,224.77099403707123,15.484896387924836
345.7142857142857,296.218487394958,224.72494225225006,15.483163412273495
349.07563025210084,296.218487394958,224.67974334385428,15.482386453883802
352.43697478991595,296.218487394958,224.63625225513,15.482817471075718
355.7983193277311,296.218487394958,224.59533366039912,15.484684328030262
359.15966386554624,296.218487394958,224.5578551344898,15.488179726360462
362.52100840336135,296.218487394958,224.52468033932556,15.493450437904995
365.88235294117646,296.218487394958,224.49666228003036,15.500587236245623
369.2436974789916,296.218487394958,224.47463668163888,15.5096159348204
372.60504201680675,296.218487394958,224.45941553572158,15.520489938857512
375.96638655462186,296.218487394958,224.45178086399383,15.53308470607042
379.327731092437,296.218487394958,224.45247874353223,15.547194487014693
382.6890756302521,296.218487394958,224.4622136353889,15.562531680300797
386.0504201680672,296.218487394958,224.4816430553026,15.578729090926188
389.4117647058824,296.218487394958,224.51137262185625,15.595345322686898
392.7731092436975,296.218487394958,224.55195151389108,15.61187346896032
396.1344537815126,296.218487394958,224.6038683652086,15.627753191593392
399.4957983193277,296.218487394958,224.6675476207317,15.642386196761016
402.8571428571429,296.218487394958,224.7433463743366,15.655155031408519
406.218487394958,296.218487394958,224.8315517044339,15.66544503622998
409.5798319327731,296.218487394958,224.93237851928737,15.67266920325881
412.94117647058823,296.218487394958,225.04596792004074,15.676295600268302
416.30252100840335,296.218487394958,225.17238608520563,15.675876942499704
419.6638655462185,296.218487394958,225.31162367645828,15.671081816935217
423.02521008403363,296.218487394958,225.46359576164912,15.661726997457446
426.38655462184875,296.218487394958,225.62814224713873,15.647810232654676
429.74789915966386,296.218487394958,225.8050288079294,15.629542843434683
433.109243697479,296.218487394958,225.99394830061735,15.607381436336276
436.47058823529414,296.218487394958,226.194522640978,15.582058021630159
439.83193277310926,296.218487394958,226.40630512483781,15.55460782365602
443.1932773109244,296.218487394958,226.6287831683307,15.526394084821348
446.5546218487395,296.218487394958,226.8613814408386,15.499129194248502
449.9159663865546,296.218487394958,227.10346536187066,15.474891516869315
453.2773109243698,296.218487394958,227.35434493107095,15.45613735814235
456.6386554621849,296.218487394958,227.6132788588835,15.445707572389939
460.0,296.218487394958,227.87947896397864,15.446828407681718
60.0,319.327731092437,227.8979654056908,15.437203046495151
63.36134453781513,319.327731092437,228.02649388037204,15.426089291882263
66.72268907563026,319.327731092437,228.1298416800199,15.419480466260712
70.08403361344537,319.327731092437,228.20846970382067,15.416203628149482
73.4453781512605,319.327731092437,228.26295819395062,15.415272359803504
76.80672268907563,319.327731092437,228.29400269294334,15.415872662364746
80.16806722689076,319.327731092437,228.3024092630318,15.417348082962963
83.52941176470588,319.327731092437,228.28908899658845,15.419184371486153
86.89075630252101,319.327731092437,228.25505185234732,15.42099394576422
90.25210084033614,319.327731092437,228.20139985740386,15.422500421274446
93.61344537815125,319.327731092437,228.1293197200592,15.423523436009772
96.9747899159664,319.327731092437,228.04007490338955,15.42396397371538
100.33613445378151,319.327731092437,227.93499721375653,15.423790360097767
103.69747899159664,319.327731092437,227.81547796251164,15.423025077615986
107.05882352941177,319.327731092437,227.68295876275099,15.421732515844129
110.42016806722688,319.327731092437,227.5389220260894,15.420007746678538
113.78151260504202,319.327731092437,227.3848812269453,15.417966387520721
117.14285714285714,319.327731092437,227.22237100404587,15.415735591254341
120.50420168067227,319.327731092437,227.05293717027223,15.413446179846476
123.8655462184874,319.327731092437,226.8781267030328,15.411225918788793
127.22689075630252,319.327731092437,226.69947778765464,15.409193912546002
130.58823529411765,319.327731092437,226.5185099861552,15.40745608663523
133.9495798319328,319.327731092437,226.33671460291382,15.40610170986251
137.3109243697479,319.327731092437,226.15554531745644,15.405200900390692
140.67226890756302,319.327731092437,225.97640915253416,15.404803051507097
144.03361344537814,319.327731092437,225.80065784324685,15.404936106923916
147.39495798319328,319.327731092437,225.62957966983006,15.405606610875711
150.75630252100842,319.327731092437,225.4643918132166,15.406800454942204
154.11764705882354,319.327731092437,225.30623328836674,15.408484241080386
157.47899159663865,319.327731092437,225.15615850580818,15.410607178620799
160.84033613445376,319.327731092437,225.01513150697056,15.413103431738824
164.2016806722689,319.327731092437,224.88402091344614,15.415894833015694
167.56302521008405,319.327731092437,224.76359562475528,15.418893878100617
170.92436974789916,319.327731092437,224.6545212931523,15.42200691611984
174.28571428571428,319.327731092437,224.55735759786415,15.42513745044261
177.64705882352942,319.327731092437,224.4725563348071,15.428189464748854
181.00840336134453,319.327731092437,224.40046033125623,15.431070690291913
184.36974789915968,319.327731092437,224.34130318844362,15.433695731878545
187.7310924369748,319.327731092437,224.29520984846056,15.435988972726872
191.0924369747899,319.327731092437,224.2621979752584,15.437887182133005
194.45378151260505,319.327731092437,224.24218013316153,15.439341755043026
197.81512605042016,319.327731092437,224.2349667399911,15.440320519315572
201.1764705882353,319.327731092437,224.24026976581405,15.440809054848843
204.53781512605042,319.327731092437,224.25770714251246,15.440811478835133
207.89915966386556,319.327731092437,224.2868078439291,15.44035066329044
211.26050420168067,319.327731092437,224.32701759108556,15.439467864464
214.6218487394958,319.327731092437,224.37770513232599,15.438221758701877
217.98319327731093,319.327731092437,224.4381690438736,15.436686895501094
221.34453781512605,319.327731092437,224.5076449925154,15.434951595446519
224.7058823529412,319.327731092437,224.5853133987233,15.433115338128706
228.0672268907563,319.327731092437,224.6703074358359,15.431285702370607
231.42857142857144,319.327731092437,224.76172129860623,15.429574937679599
234.78991596638656,319.327731092437,224.8586186728069,15.428096261127635
238.15126050420167,319.327731092437,224.9600413365277,15.426959987239403
241.51260504201682,319.327731092437,225.0650178232005,15.42626960936327
244.87394957983193,319.327731092437,225.17257207663337,15.426117958823177
248.23529411764707,319.327731092437,225.28173202887925,15.426583572399979
251.5966386554622,319.327731092437,225.39153803312695,15.427727398972149
254.9579831932773,319.327731092437,225.50105108548638,15.42958997214018
258.31932773109247,319.327731092437,225.60936077202624,15.43218916721097
261.68067226890753,319.327731092437,225.71559288013646,15.43551864798016
265.0420168067227,319.327731092437,225.81891661672952,15.439547091501042
268.4033613445378,319.327731092437,225.91855137953013,15.444218257700827
271.7647058823529,319.327731092437,226.01377303187695,15.449451945847391
275.1260504201681,319.327731092437,226.10391963610158,15.455145852009748
278.48739495798316,319.327731092437,226.18839660533985,15.461178311635258
281.8487394957983,319.327731092437,226.26668123889735,15.467411880030573
285.21008403361344,319.327731092437,226.3383266116371,15.473697671891177
288.57142857142856,319.327731092437,226.40296479346347,15.47988035011978
291.9327731092437,319.327731092437,226.46030938070325,15.485803625151163
295.29411764705884,319.327731092437,226.51015732698022,15.491316099890922
298.65546218487395,319.327731092437,226.55239006702817,15.496277273328413
302.01680672268907,319.327731092437,226.58697393265913,15.5005634988051
305.3781512605042,319.327731092437,226.6139598659311,15.504073681762828
308.73949579831935,319.327731092437,226.63348244005857,15.506734497220048
312.10084033613447,319.327731092437,226.64575820422738,15.508504909838285
315.4621848739496,319.327731092437,226.6510833735491,15.509379789517462
318.8235294117647,319.327731092437,226.6498308905492,15.509392433189907
322.1848739495798,319.327731092437,226.64244688919243,15.50861582862007
325.546218487395,319.327731092437,226.62944659682918,15.50716252831799
328.9075630252101,319.327731092437,226.61140971354675,15.505183040373577
332.2689075630252,319.327731092437,226.5889753119279,15.502862687314837
335.6302521008403,319.327731092437,226.56283630355375,15.500416932911241
338.9915966386555,319.327731092437,226.53373352127338,15.49808522881448
342.3529411764706,319.327731092437,226.50244946867053,15.49612348670752
345.7142857142857,319.327731092437,226.46980179001898,15.494795335555688
349.07563025210084,319.327731092437,226.43663651535672,15.494362376039366
352.43697478991595,319.327731092437,226.40382113641564,15.495073693574286
355.7983193277311,319.327731092437,226.37223756934324,15.49715493587316
359.15966386554624,319.327731092437,226.34277506044447,15.500797299128426
362.52100840336135,319.327731092437,226.31632309044508,15.506146797238799
365.88235294117646,319.327731092437,226.2937643320806,15.513294209642142
369.2436974789916,319.327731092437,226.275967714328,15.52226611431049
372.60504201680675,319.327731092437,226.26378164495037,15.533017412398667
375.96638655462186,319.327731092437,226.25802744087875,15.545425739447928
379.327731092437,319.327731092437,226.2594930134027,15.559288134642452
382.6890756302521,319.327731092437,226.2689268524544,15.574320304603072
386.0504201680672,319.327731092437,226.2870323510127,15.59015877190168
389.4117647058824,319.327731092437,226.31446250738838,15.60636614177231
392.7731092436975,319.327731092437,226.35181503948778,15.622439654357184
396.1344537815126,319.327731092437,226.39962794127075,15.637823115726151
399.4957983193277,319.327731092437,226.45837550784879,15.651922220398795
402.8571428571429,319.327731092437,226.5284648513301,15.66412319309643
