split,physics_mae,physics_rmse,physics_nll,physics_crps,baseline_mae,baseline_rmse,baseline_nll,baseline_crps
train,0.6485486697794836,0.9540556161110563,1.4316429106109483,0.5262972229327683,1.942139032913535,2.4620561744280574,2.7312839150569554,1.7140779594012407
test,11.368961060001325,14.623492514747596,33.64889711699842,10.336289254700281,15.850229439004645,18.616334448629907,7.155064173215877,13.292892383262043
